Cites,Authors,Title,Year,Source,Publisher,ArticleURL,CitesURL,GSRank,QueryDate,Type,DOI,ISSN,CitationURL,Volume,Issue,StartPage,EndPage,ECC,CitesPerYear,CitesPerAuthor,AuthorCount,Age,Abstract,FullTextURL,RelatedURL
2,"S Gupta, S Prasad","Human-Signature Psychology Relation: A Time-Series Analysis",2014,"Proceedings of the 2014 International Conference …","dl.acm.org","https://dl.acm.org/doi/abs/10.1145/2677855.2677857","https://scholar.google.com/scholar?cites=8424966652290073501&as_sdt=2005&sciodt=2007&hl=en",96,"2025-12-30 10:15:01","","10.1145/2677855.2677857","","",,,,,2,0.18,1,2,11,"In this paper, a novel approach is proposed to analyze human signature in time series to predict the author's psychology in what he/she has made his/her signature as the crime rates …","https://dl.acm.org/doi/pdf/10.1145/2677855.2677857","https://scholar.google.com/scholar?q=related:nQNDaoh-63QJ:scholar.google.com/&scioq=author:%22shitala+prasad%22&hl=en&as_sdt=2007"
2,"P Shitala","Information for Spotting Text",2018,"Computer Vision–ECCV 2018","","","https://scholar.google.com/scholar?cites=17074843584906822858&as_sdt=2005&sciodt=2007&hl=en",109,"2025-12-30 10:15:01","CITATION","","","",,,,,2,0.29,2,1,7,"","","https://scholar.google.com/scholar?q=related:yoS6KcYH9uwJ:scholar.google.com/&scioq=author:%22shitala+prasad%22&hl=en&as_sdt=2007"
2,"KS Kumar, S Prasad, VB Semwal, RC Tripathi","International journal of artificial intelligence applications (ijaia)",2011,"Real time face recognition using …","","","https://scholar.google.com/scholar?cites=2866991736329378528&as_sdt=2005&sciodt=2007&hl=en",110,"2025-12-30 10:15:01","CITATION","","","",,,,,2,0.14,1,4,14,"","","https://scholar.google.com/scholar?q=related:4JrkUcuZyScJ:scholar.google.com/&scioq=author:%22shitala+prasad%22&hl=en&as_sdt=2007"
2,"S Prasad, SK Peddoju, D Ghosh","AgroMobile: A Cloud-Based System for Agriculturists on Portable Platforml",2013,"Universal Diary of Progressed Science and …","","","https://scholar.google.com/scholar?cites=14516239914959391519&as_sdt=2005&sciodt=2007&hl=en",111,"2025-12-30 10:15:01","CITATION","","","",,,,,2,0.17,1,3,12,"","","https://scholar.google.com/scholar?q=related:H0uA1UoLdMkJ:scholar.google.com/&scioq=author:%22shitala+prasad%22&hl=en&as_sdt=2007"
2,"L Dongyun, L Yiqun, P Shitala","Nwe Tin Lay, Dong Sheng, Oo Zaw Min, CAM-guided Multi-Path Decoding U-Net with Triplet Feature Regularization for defect detection and segmentation",2021,"Knowl.-Based Syst","","","https://scholar.google.com/scholar?cites=12166589957323281782&as_sdt=2005&sciodt=2007&hl=en",112,"2025-12-30 10:15:01","CITATION","","","",,,,,2,0.50,1,3,4,"","","https://scholar.google.com/scholar?q=related:dtUW1hpp2KgJ:scholar.google.com/&scioq=author:%22shitala+prasad%22&hl=en&as_sdt=2007"
2,"SP Singh","Neolithic-Chalcolithic Potteries of Eastern Uttar-Pradesh",2013,"American International Journal of Research in …","academia.edu","https://www.academia.edu/download/32540916/AIJRHASS13-365.pdf","https://scholar.google.com/scholar?cites=16349796364703292396&as_sdt=2005&sciodt=2007&hl=en",114,"2025-12-30 10:15:01","PDF","","","",,,,,2,0.17,2,1,12,"Eastern Uttar-Pradesh (23051'N.-280 30'N. and which 810 31'E–810 39'E) which extends from Allahabad and Kaushambi districts of the province in the west to the Bihar-Bengal …","https://www.academia.edu/download/32540916/AIJRHASS13-365.pdf","https://scholar.google.com/scholar?q=related:7NscNCsl5uIJ:scholar.google.com/&scioq=author:%22shitala+prasad%22&hl=en&as_sdt=2007"
2,"SP Singh","Early centers of origin of agriculture in the middle Ganga plain",2014,"American International Journal of Research in …","","","https://scholar.google.com/scholar?cites=8414276350384893229&as_sdt=2005&sciodt=2007&hl=en",117,"2025-12-30 10:15:01","CITATION","","","",,,,,2,0.18,2,1,11,"","","https://scholar.google.com/scholar?q=related:LW2pisKDxXQJ:scholar.google.com/&scioq=author:%22shitala+prasad%22&hl=en&as_sdt=2007"
2,"KV Ramesh, SP Tewari, MJ Sarma","Indian History and Epigraphy: Dr. GS Gai Felicitation Volume",1990,"","Agam Kala Prakashan","","https://scholar.google.com/scholar?cites=7509915793960187461&as_sdt=2005&sciodt=2007&hl=en",122,"2025-12-30 10:15:01","CITATION","","","",,,,,2,0.06,1,3,35,"","","https://scholar.google.com/scholar?q=related:RbYXGKCUOGgJ:scholar.google.com/&scioq=author:%22shitala+prasad%22&hl=en&as_sdt=2007"
3,"S Prasad, Y Li, D Lin, A Guo","Implicit shape biased few-shot learning for 3d object generalization",2022,"2022 IEEE International …","ieeexplore.ieee.org","https://ieeexplore.ieee.org/abstract/document/9897438/","https://scholar.google.com/scholar?cites=10458994327256758844&as_sdt=2005&sciodt=2007&hl=en",53,"2025-12-30 10:15:01","","","","",,,,,3,1.00,1,4,3,"The current state-of-the-art (SOTA) methods validate the role of shape in object categorization, however, except few, most of them neglect object shape information …","https://ieeexplore.ieee.org/iel7/9897158/9897159/09897438.pdf","https://scholar.google.com/scholar?q=related:PPr2L-3PJZEJ:scholar.google.com/&scioq=author:%22shitala+prasad%22&hl=en&as_sdt=2007"
3,"TL Nwe, RS Pahwa, R Chang, OZ Min, ...","On the use of component structural characteristics for voxel segmentation in semicon 3D images",2022,"ICASSP 2022-2022 …","ieeexplore.ieee.org","https://ieeexplore.ieee.org/abstract/document/9747623/","https://scholar.google.com/scholar?cites=14704204140997406055&as_sdt=2005&sciodt=2007&hl=en",63,"2025-12-30 10:15:01","","","","",,,,,3,1.00,1,5,3,"Detecting defects buried inside chips is critical for failure analysis in semiconductor manufacturing. In this paper, we perform 3D voxel segmentation on 2.5 D semicon chips to …","https://ieeexplore.ieee.org/iel7/9745891/9746004/09747623.pdf","https://scholar.google.com/scholar?q=related:Z236kMLTD8wJ:scholar.google.com/&scioq=author:%22shitala+prasad%22&hl=en&as_sdt=2007"
3,"PP Singh, RD Garg, S Prasad","Tree detection from urban developed areas in high-resolution satellite images",2023,"… for Problem Solving: Proceedings of the …","Springer","https://link.springer.com/chapter/10.1007/978-981-19-6525-8_19","https://scholar.google.com/scholar?cites=6992421848489537759&as_sdt=2005&sciodt=2007&hl=en",64,"2025-12-30 10:15:01","","10.1007/978-981-19-6525-8_19","","",,,,,3,1.50,1,3,2,"Preserving trees is a challenging area which indeed an automated method to analyze the percentage of trees area in respect of total land area. In this regard, a good level of …","","https://scholar.google.com/scholar?q=related:3zDmrp8SCmEJ:scholar.google.com/&scioq=author:%22shitala+prasad%22&hl=en&as_sdt=2007"
3,"R Saxena, M Chaudhary, CK Maurya, ...","An intelligent recommendation-cum-reminder system",2022,"Proceedings of the 5th …","dl.acm.org","https://dl.acm.org/doi/abs/10.1145/3493700.3493724","https://scholar.google.com/scholar?cites=13192437712727321349&as_sdt=2005&sciodt=2007&hl=en",69,"2025-12-30 10:15:01","","10.1145/3493700.3493724","","",,,,,3,1.00,1,4,3,"Intelligent recommendation and reminder systems are the need of the fast-pacing life. Current intelligent systems such as Siri, Google Assistant, Microsoft Cortona, etc., have …","https://dl.acm.org/doi/pdf/10.1145/3493700.3493724","https://scholar.google.com/scholar?q=related:BSuUBDT0FLcJ:scholar.google.com/&scioq=author:%22shitala+prasad%22&hl=en&as_sdt=2007"
3,"S Prasad, PP Singh","A compact mobile image quality assessment using a simple frequency signature",2018,"2018 15th International Conference on …","ieeexplore.ieee.org","https://ieeexplore.ieee.org/abstract/document/8581379/","https://scholar.google.com/scholar?cites=9532163607384213689&as_sdt=2005&sciodt=2007&hl=en",74,"2025-12-30 10:15:01","","","","",,,,,3,0.43,2,2,7,"This paper addresses the task of automatic cleaning up of photo collections on low computing devices like mobile phones. That is, the task of automatically detecting and …","https://ieeexplore.ieee.org/iel7/8564369/8580630/08581379.pdf","https://scholar.google.com/scholar?q=related:ucgKH0wMSYQJ:scholar.google.com/&scioq=author:%22shitala+prasad%22&hl=en&as_sdt=2007"
3,"S Prasad, S Gupta","Volumetric tumour detection using improved region grow algorithm",2018,"International Journal of Computational …","inderscienceonline.com","https://www.inderscienceonline.com/doi/abs/10.1504/IJCSYSE.2018.091388","https://scholar.google.com/scholar?cites=11208000560478368253&as_sdt=2005&sciodt=2007&hl=en",75,"2025-12-30 10:15:01","","10.1504/IJCSYSE.2018.091388","","",,,,,3,0.43,2,2,7,"This paper works on segmentation of brain pathological tissues (tumour, edema and narcotic core) and visualise it in 3D for their better physiological understanding. We propose …","","https://scholar.google.com/scholar?q=related:_TGxkSDRipsJ:scholar.google.com/&scioq=author:%22shitala+prasad%22&hl=en&as_sdt=2007"
3,"V Gautam, S Sunidhi, S Prasad","AI-Powered Surveillance for Smart Cities",2025,"Internet of Vehicles and Computer Vision …","Springer","https://link.springer.com/chapter/10.1007/978-3-031-72959-1_11","https://scholar.google.com/scholar?cites=2033486372093230089&as_sdt=2005&sciodt=2007&hl=en",78,"2025-12-30 10:15:01","","10.1007/978-3-031-72959-1_11","","",,,,,3,3.00,1,3,1,"In the dynamic landscape of urbanization, Smart Cities emerge as a transformative approach to city development. By leveraging technology, they aim to improve citizens' lives …","","https://scholar.google.com/scholar?q=related:Cfw24BRlOBwJ:scholar.google.com/&scioq=author:%22shitala+prasad%22&hl=en&as_sdt=2007"
3,"S Prasad","Mobile vision for plant biometric system",2017,"Ubiquitous Machine Learning and Its Applications","igi-global.com","https://www.igi-global.com/chapter/mobile-vision-for-plant-biometric-system/179087","https://scholar.google.com/scholar?cites=11631570455128029256&as_sdt=2005&sciodt=2007&hl=en",79,"2025-12-30 10:15:01","","","","",,,,,3,0.38,3,1,8,"In human's life plant plays an important part to balance the nature and supply food-&-medicine. The traditional manual plant species identification method is tedious and time …","","https://scholar.google.com/scholar?q=related:SLjVxbOja6EJ:scholar.google.com/&scioq=author:%22shitala+prasad%22&hl=en&as_sdt=2007"
3,"SP Misra","Labour problems in ancient &medieval India",1961,"(No Title)","cir.nii.ac.jp","https://cir.nii.ac.jp/crid/1130282273091110528","https://scholar.google.com/scholar?cites=15147090298018880210&as_sdt=2005&sciodt=2007&hl=en",120,"2025-12-30 10:15:01","CITATION","","","",,,,,3,0.05,3,1,64,"Labour problems in ancient &medieval India | CiNii Research CiNii 国立情報学研究所 学術情報 ナビゲータ[サイニィ] 詳細へ移動 検索フォームへ移動 論文・データをさがす 大学図書館の本をさがす …","","https://scholar.google.com/scholar?q=related:0loukl9GNdIJ:scholar.google.com/&scioq=author:%22shitala+prasad%22&hl=en&as_sdt=2007"
3,"SP Tewari","Contributions of Sanskrit inscriptions to lexicography",1987,"(No Title)","cir.nii.ac.jp","https://cir.nii.ac.jp/crid/1130000798171315968","https://scholar.google.com/scholar?cites=6625598235496079870&as_sdt=2005&sciodt=2007&hl=en",121,"2025-12-30 10:15:01","CITATION","","","",,,,,3,0.08,3,1,38,"Contributions of Sanskrit inscriptions to lexicography | CiNii Research CiNii 国立情報学研究所 学術情報ナビゲータ[サイニィ] 詳細へ移動 検索フォームへ移動 論文・データをさがす 大学 …","","https://scholar.google.com/scholar?q=related:_uEyw33a8lsJ:scholar.google.com/&scioq=author:%22shitala+prasad%22&hl=en&as_sdt=2007"
3,"SP Tewari","A Note on Varika of the Inscriptions",1982,"Journal of the Epigraphical Society of India","","","https://scholar.google.com/scholar?cites=15842931319414104161&as_sdt=2005&sciodt=2007&hl=en",124,"2025-12-30 10:15:01","CITATION","","","",,,,,3,0.07,3,1,43,"","","https://scholar.google.com/scholar?q=related:YaCWdhhm3dsJ:scholar.google.com/&scioq=author:%22shitala+prasad%22&hl=en&as_sdt=2007"
4,"S Biswas, R Hazra, S Prasad","A region-based level set formulation using machine learning approach in medical image segmentation",2019,"TENCON 2019-2019 IEEE …","ieeexplore.ieee.org","https://ieeexplore.ieee.org/abstract/document/8929350/","https://scholar.google.com/scholar?cites=13727913100030949762&as_sdt=2005&sciodt=2007&hl=en",67,"2025-12-30 10:15:01","","","","",,,,,4,0.67,1,3,6,"A new region-based active contour model in level set formulation is proposed to segment medical images with poorly defined boundaries. From literature, it is observed that the …","https://ieeexplore.ieee.org/iel7/8910516/8929228/08929350.pdf","https://scholar.google.com/scholar?q=related:grnGGjtYg74J:scholar.google.com/&scioq=author:%22shitala+prasad%22&hl=en&as_sdt=2007"
4,"S Prasad, BN Keshavamurthy","An efficient artistic image-video transfer approach",2016,"2016 23rd International …","ieeexplore.ieee.org","https://ieeexplore.ieee.org/abstract/document/7827320/","https://scholar.google.com/scholar?cites=9418659601279336901&as_sdt=2005&sciodt=2007&hl=en",72,"2025-12-30 10:15:01","","","","",,,,,4,0.44,2,2,9,"The paper presents a very simple and efficient way of color style transfer of a video using a reference image. Style transfer changes the mood of look and feel of video. Here, in this …","https://ieeexplore.ieee.org/iel7/7801400/7827253/07827320.pdf","https://scholar.google.com/scholar?q=related:xcGTUgHNtYIJ:scholar.google.com/&scioq=author:%22shitala+prasad%22&hl=en&as_sdt=2007"
5,"PP Singh, D Kumar, A Srivastava, ...","A CNN model based approach for disease detection in mango plant leaves",2023,"… conference on soft …","Springer","https://link.springer.com/chapter/10.1007/978-981-97-3292-0_27","https://scholar.google.com/scholar?cites=13179857600097605498&as_sdt=2005&sciodt=2007&hl=en",45,"2025-12-30 10:15:01","","10.1007/978-981-97-3292-0_27","","",,,,,5,2.50,1,4,2,"In this study, we propose a machine learning (ML) based method for the early detection of plant leaf diseases. Plant diseases are a major concern in agriculture, impacting crop yield …","","https://scholar.google.com/scholar?q=related:etcMTKhC6LYJ:scholar.google.com/&scioq=author:%22shitala+prasad%22&hl=en&as_sdt=2007"
5,"S Prasad, T Chai, J Li, Z Zhang","Cr loss: Improving biometric using classroom learning approach",2023,"The Computer Journal","academic.oup.com","https://academic.oup.com/comjnl/article-abstract/66/12/2897/6761065","https://scholar.google.com/scholar?cites=3562283734791838125&as_sdt=2005&sciodt=2007&hl=en",46,"2025-12-30 10:15:01","","","","",,,,,5,2.50,1,4,2,"One of the important factors in deep feature learning is their loss function design which highly influences the network performance. In this paper, we proposed a classroom (CR) …","","https://scholar.google.com/scholar?q=related:rVlr2S7GbzEJ:scholar.google.com/&scioq=author:%22shitala+prasad%22&hl=en&as_sdt=2007"
5,"A Abraham, S Prasad, A Alhammadi, T Lestable, ...","Internet of Vehicles and Computer Vision Solutions for Smart City Transformations",2025,"","Springer","https://link.springer.com/content/pdf/10.1007/978-3-031-72959-1.pdf","https://scholar.google.com/scholar?cites=735952732923234441&as_sdt=2005&sciodt=2007&hl=en",59,"2025-12-30 10:15:01","BOOK","10.1007/978-3-031-72959-1","","",,,,,5,5.00,1,5,1,"This book compiles recent research endeavors at the intersection of Computer Vision (CV) and Deep Learning for Internet of Vehicles (IoV) applications, which are pivotal in shaping …","","https://scholar.google.com/scholar?q=related:iQhegRyhNgoJ:scholar.google.com/&scioq=author:%22shitala+prasad%22&hl=en&as_sdt=2007"
5,"D Lin, Y Li, S Prasad, TL Nwe, S Dong, ...","CAM-Guided u-net with adversarial regularization for defect segmentation",2021,"… Conference on Image …","ieeexplore.ieee.org","https://ieeexplore.ieee.org/abstract/document/9506582/","https://scholar.google.com/scholar?cites=4827942781739700421&as_sdt=2005&sciodt=2007&hl=en",62,"2025-12-30 10:15:01","","","","",,,,,5,1.25,1,6,4,"Defect segmentation is critical in real-wold industrial product quality assessment. There are usually a huge number of normal (defect-free) images but a very limited number of …","https://ieeexplore.ieee.org/iel7/9506008/9506009/09506582.pdf","https://scholar.google.com/scholar?q=related:xZCBZWFMAEMJ:scholar.google.com/&scioq=author:%22shitala+prasad%22&hl=en&as_sdt=2007"
5,"S Prasad, A Prakash, SK Peddoju, ...","Control of computer process using image processing and computer vision for low-processing devices",2012,"Proceedings of the …","dl.acm.org","https://dl.acm.org/doi/abs/10.1145/2345396.2345583","https://scholar.google.com/scholar?cites=10565763263088821639&as_sdt=2005&sciodt=2007&hl=en",68,"2025-12-30 10:15:01","","10.1145/2345396.2345583","","",,,,,5,0.38,1,4,13,"In this paper a fast and efficient free hand motion detection method is proposed. Presenting an automated intelligent computer vision based HCI system to control and interact without …","https://dl.acm.org/doi/pdf/10.1145/2345396.2345583","https://scholar.google.com/scholar?q=related:hwVIPbUhoZIJ:scholar.google.com/&scioq=author:%22shitala+prasad%22&hl=en&as_sdt=2007"
5,"P Kumar, A Agrawal, S Prasad","Multimodal interface for temporal pattern based interactive large volumetric visualization",2017,"TENCON 2017-2017 IEEE …","ieeexplore.ieee.org","https://ieeexplore.ieee.org/abstract/document/8228047/","https://scholar.google.com/scholar?cites=14180483268517061175&as_sdt=2005&sciodt=2007&hl=en",71,"2025-12-30 10:15:01","","","","",,,,,5,0.63,2,3,8,"Scientific data visualization is a prominent area of research in the development of Virtual Reality Applications in order to make it more interactive and robotic. But the efficient …","https://ieeexplore.ieee.org/iel7/8169968/8227816/08228047.pdf","https://scholar.google.com/scholar?q=related:N2JUu2Yyy8QJ:scholar.google.com/&scioq=author:%22shitala+prasad%22&hl=en&as_sdt=2007"
6,"V Gautam, S Prasad, S Sinha","Aap-reid: Improved attention-aware person re-identification",2023,"arXiv preprint arXiv:2309.15780","arxiv.org","https://arxiv.org/abs/2309.15780","https://scholar.google.com/scholar?cites=11859017640219254866&as_sdt=2005&sciodt=2007&hl=en",31,"2025-12-30 10:15:01","","","","",,,,,6,3.00,2,3,2,"Person re-identification (ReID) is a well-known problem in the field of computer vision. The primary objective is to identify a specific individual within a gallery of images. However, this …","https://arxiv.org/pdf/2309.15780","https://scholar.google.com/scholar?q=related:UiBcRraxk6QJ:scholar.google.com/&scioq=author:%22shitala+prasad%22&hl=en&as_sdt=2007"
6,"A Pandey, P Kumar, S Prasad","2d convolutional lstm-based approach for human action recognition on various sensor data",2022,"… on frontiers of intelligent computing: theory …","Springer","https://link.springer.com/chapter/10.1007/978-981-19-7524-0_36","https://scholar.google.com/scholar?cites=17706498691420821695&as_sdt=2005&sciodt=2007&hl=en",49,"2025-12-30 10:15:01","","10.1007/978-981-19-7524-0_36","","",,,,,6,2.00,2,3,3,"Human activity recognition (HAR) has appeared as a prominent player in the video surveillance. The conventional pattern recognition systems have made significant …","","https://scholar.google.com/scholar?q=related:v5gOLr8euvUJ:scholar.google.com/&scioq=author:%22shitala+prasad%22&hl=en&as_sdt=2007"
6,"S Prasad, Y Li, D Lin, S Dong, ...","A progressive multi-view learning approach for multi-loss optimization in 3d object recognition",2021,"IEEE Signal Processing …","ieeexplore.ieee.org","https://ieeexplore.ieee.org/abstract/document/9638316/","https://scholar.google.com/scholar?cites=8564450511073101199&as_sdt=2005&sciodt=2007&hl=en",50,"2025-12-30 10:15:01","","","","",,,,,6,1.50,1,5,4,"3D object recognition is a well studied 2D multi-view object classification task that achieves high accuracy if the object textures are distinctive. However, if objects are texture-less and …","https://ieeexplore.ieee.org/iel7/97/9686799/09638316.pdf","https://scholar.google.com/scholar?q=related:j8XsCF0K23YJ:scholar.google.com/&scioq=author:%22shitala+prasad%22&hl=en&as_sdt=2007"
6,"K Lu, T Chai, H Xu, S Prasad, J Yan, ...","Research on unexpected dns response from open dns resolvers",2022,"The Computer …","academic.oup.com","https://academic.oup.com/comjnl/article-abstract/65/9/2276/6281324","https://scholar.google.com/scholar?cites=12006566269979732662&as_sdt=2005&sciodt=2007&hl=en",57,"2025-12-30 10:15:01","","","","",,,,,6,2.00,1,6,3,"As the backbone of the domain name system (DNS), DNS resolvers are essential to the Internet. Nowadays, the measurement of DNS resolvers, especially open DNS resolvers …","https://www.researchgate.net/profile/Jianen-Yan/publication/351900516_Research_on_Unexpected_DNS_Response_from_Open_DNS_Resolvers/links/63bb82e703aad5368e765c91/Research-on-Unexpected-DNS-Response-from-Open-DNS-Resolvers.pdf","https://scholar.google.com/scholar?q=related:tipUtmjkn6YJ:scholar.google.com/&scioq=author:%22shitala+prasad%22&hl=en&as_sdt=2007"
6,"S Prasad, SK Peddoju, D Ghosh","An adaptive plant leaf mobile informatics using RSSC",2017,"Multimedia Tools and Applications","Springer","https://link.springer.com/article/10.1007/s11042-016-4040-8","https://scholar.google.com/scholar?cites=2462990834456465817&as_sdt=2005&sciodt=2007&hl=en",60,"2025-12-30 10:15:01","HTML","10.1007/s11042-016-4040-8","","",,,,,6,0.75,2,3,8,"An automated plant biometric system is now an important step in preserving nature's biodiversity. This paper presents a novel Relative Sub-image Sparse Coefficient (RSSC) …","https://link.springer.com/article/10.1007/s11042-016-4040-8","https://scholar.google.com/scholar?q=related:mRHSTB1NLiIJ:scholar.google.com/&scioq=author:%22shitala+prasad%22&hl=en&as_sdt=2007"
6,"S Prasad, PP Singh","Medicinal Plant Leaf Information Extraction Using Deep Features"" published in Proc. of the 2017 IEEE Region 10 Conference (TENCON)",2017,"Malaysia, November","","","https://scholar.google.com/scholar?cites=7618992513900303452&as_sdt=2005&sciodt=2007&hl=en",108,"2025-12-30 10:15:01","CITATION","","","",,,,,6,0.75,3,2,8,"","","https://scholar.google.com/scholar?q=related:XFRjAVMZvGkJ:scholar.google.com/&scioq=author:%22shitala+prasad%22&hl=en&as_sdt=2007"
7,"S Prasad, T Chai","Multi-scale arc-fusion based feature embedding for small-scale biometrics",2023,"Neural Processing Letters","Springer","https://link.springer.com/article/10.1007/s11063-023-11179-3","https://scholar.google.com/scholar?cites=17811446927361985960&as_sdt=2005&sciodt=2007&hl=en",29,"2025-12-30 10:15:01","HTML","10.1007/s11063-023-11179-3","","",,,,,7,3.50,4,2,2,"Automatic person recognition using finger-vein has been extensively investigated in recent years. Mostly the published research on biometrics are based on the hand-crafted feature …","https://link.springer.com/article/10.1007/s11063-023-11179-3","https://scholar.google.com/scholar?q=related:qE0igZz4LvcJ:scholar.google.com/&scioq=author:%22shitala+prasad%22&hl=en&as_sdt=2007"
8,"GY Sun, F Ye, T Chai, Z Zhang, X Tong, ...","Gambling domain name recognition via certificate and textual analysis",2023,"The Computer …","academic.oup.com","https://academic.oup.com/comjnl/article-abstract/66/8/1829/6570684","https://scholar.google.com/scholar?cites=7627562916375186086&as_sdt=2005&sciodt=2007&hl=en",36,"2025-12-30 10:15:01","","","","",,,,,8,4.00,1,6,2,"On-line gambling is the key illegal behaviour of public security department in most countries due to the potential threat to cyberspace security and social stability. Hence, the research on …","https://academic.oup.com/comjnl/article/66/8/1829/6570684","https://scholar.google.com/scholar?q=related:pkp8VA-M2mkJ:scholar.google.com/&scioq=author:%22shitala+prasad%22&hl=en&as_sdt=2007"
8,"S Prasad, PP Singh","Vision system for medicinal plant leaf acquisition and analysis",2017,"Applications of Cognitive Computing Systems and …","Springer","https://link.springer.com/chapter/10.1007/978-981-10-6418-0_5","https://scholar.google.com/scholar?cites=5177982749199000233&as_sdt=2005&sciodt=2007&hl=en",58,"2025-12-30 10:15:01","","10.1007/978-981-10-6418-0_5","","",,,,,8,1.00,4,2,8,"Medicinal plant identification is a challenging but very useful task in computer vision (CV). Deep convolutional neural network (CNN) is promisingly used in plant identification as …","https://www.researchgate.net/profile/Pankaj-Singh-96/publication/320732971_Vision_System_for_Medicinal_Plant_Leaf_Acquisition_and_Analysis/links/633741059cb4fe44f3ef4ef9/Vision-System-for-Medicinal-Plant-Leaf-Acquisition-and-Analysis.pdf","https://scholar.google.com/scholar?q=related:qWIbU-Dj20cJ:scholar.google.com/&scioq=author:%22shitala+prasad%22&hl=en&as_sdt=2007"
9,"D Lin, Y Li, Y Cheng, S Prasad, ...","Masked face recognition via self-attention based local consistency regularization",2022,"2022 IEEE International …","ieeexplore.ieee.org","https://ieeexplore.ieee.org/abstract/document/9898076/","https://scholar.google.com/scholar?cites=9915680799433793801&as_sdt=2005&sciodt=2007&hl=en",40,"2025-12-30 10:15:01","","","","",,,,,9,3.00,2,5,3,"With the COVID-19 pandemic, one critical measure against infection is wearing masks. This measure poses a huge challenge to the existing face recognition systems by introducing …","https://ieeexplore.ieee.org/iel7/9897158/9897159/09898076.pdf","https://scholar.google.com/scholar?q=related:CaFpzCaTm4kJ:scholar.google.com/&scioq=author:%22shitala+prasad%22&hl=en&as_sdt=2007"
9,"PP Singh, S Prasad, AK Chaudhary, CK Patel, ...","Classification of effusion and cartilage erosion affects in osteoarthritis knee MRI images using deep learning model",2019,"… on Computer Vision and …","Springer","https://link.springer.com/chapter/10.1007/978-981-15-4018-9_34","https://scholar.google.com/scholar?cites=1419256570429828908&as_sdt=2005&sciodt=2007&hl=en",44,"2025-12-30 10:15:01","","10.1007/978-981-15-4018-9_34","","",,,,,9,1.50,2,5,6,"In today's digital world, the major working culture is shifted to electronic devices such as computers and smartphone causing minimal physical exercise. Due to this reason, at old …","","https://scholar.google.com/scholar?q=related:LO-bzVQ2shMJ:scholar.google.com/&scioq=author:%22shitala+prasad%22&hl=en&as_sdt=2007"
9,"S Prasad, SK Peddoju, D Ghosh","Agriculture as a service",2021,"IEEE Potentials","ieeexplore.ieee.org","https://ieeexplore.ieee.org/abstract/document/9611174/","https://scholar.google.com/scholar?cites=1862090903468009681&as_sdt=2005&sciodt=2007&hl=en",54,"2025-12-30 10:15:01","","","","",,,,,9,2.25,3,3,4,"In this emerging digital world, mobile devices are the leading technologies available and used by almost everyone everywhere in every field. These ubiquitous devices have become …","","https://scholar.google.com/scholar?q=related:0WiymM951xkJ:scholar.google.com/&scioq=author:%22shitala+prasad%22&hl=en&as_sdt=2007"
10,"R Gao, H Su, S Prasad, P Tang","Few-shot classification with multisemantic information fusion network",2024,"Image and Vision Computing","Elsevier","https://www.sciencedirect.com/science/article/pii/S0262885623002433","https://scholar.google.com/scholar?cites=9229092718082751398&as_sdt=2005&sciodt=2007&hl=en",17,"2025-12-30 10:15:01","HTML","","","",,,,,10,10.00,3,4,1,"Metric-based methods aim to predict class labels by computing the similarity between samples using distance functions, which is the mainstream approach to few-shot learning …","https://www.sciencedirect.com/science/article/pii/S0262885623002433","https://scholar.google.com/scholar?q=related:pnt35O1SFIAJ:scholar.google.com/&scioq=author:%22shitala+prasad%22&hl=en&as_sdt=2007"
10,"D Lin, Y Cheng, Y Li, S Prasad, ...","MLSA-UNet: End-to-End multi-level spatial attention guided UNet for industrial defect segmentation",2022,"2022 IEEE International …","ieeexplore.ieee.org","https://ieeexplore.ieee.org/abstract/document/9897416/","https://scholar.google.com/scholar?cites=17417552087032091811&as_sdt=2005&sciodt=2007&hl=en",33,"2025-12-30 10:15:01","","","","",,,,,10,3.33,2,5,3,"Defect segmentation from 2D images plays a critical role in industrial product quality assessment. In practice, it is common that there are sufficient normal (defect-free) images but …","https://ieeexplore.ieee.org/iel7/9897158/9897159/09897416.pdf","https://scholar.google.com/scholar?q=related:o1RpTFeTt_EJ:scholar.google.com/&scioq=author:%22shitala+prasad%22&hl=en&as_sdt=2007"
10,"S Prasad, SK Peddoju, D Ghosh","Mobile mixed reality based damage level estimation of diseased plant leaf",2014,"2014 Eighth International …","ieeexplore.ieee.org","https://ieeexplore.ieee.org/abstract/document/6982894/","https://scholar.google.com/scholar?cites=7693576015176754933&as_sdt=2005&sciodt=2007&hl=en",51,"2025-12-30 10:15:01","","","","",,,,,10,0.91,3,3,11,"This paper presents a new dimension for effective cultivation using Mobile Devices (MD) in this ubiquitous digital world. Novel low cost entropy based key frame selection from online …","https://ieeexplore.ieee.org/iel7/6979378/6982871/06982894.pdf","https://scholar.google.com/scholar?q=related:9WYTnZ8SxWoJ:scholar.google.com/&scioq=author:%22shitala+prasad%22&hl=en&as_sdt=2007"
